商品ID,商品名称,商品类别,价格,库存,销量,评分,评论数,上架周期,上架日期
PROD019419,投影仪,家用电器,136.39,50,35,4.6,21,2,2024/6/16
PROD019420,路由器,电源配件,109.93,46,28,4.8,14,10,2024/6/8
PROD019421,智能手表,手机通讯,108.46,48,33,3.9,12,3,2024/6/15
PROD019422,电视,智能家居,215.2,51,27,4.3,20,18,2024/5/31
PROD019423,电视,电脑办公,138.28,52,32,5,22,20,2024/5/29
PROD019424,显示器,数码配件,537.91,53,29,4.2,14,7,2024/6/11
PROD019425,电视,家用电器,256.71,47,29,4.5,12,29,2024/5/20
PROD019426,充电宝,外设产品,287.99,45,31,3.9,17,11,2024/6/7
PROD019427,无线耳机,电脑办公,270.01,57,38,4.3,21,20,2024/5/29
PROD019428,鼠标,家用电器,289.55,45,38,3.2,21,7,2024/6/11
PROD019429,智能手表,数码配件,125.18,54,25,4.1,28,24,2024/5/25
PROD019430,蓝牙音箱,投影设备,77.17,45,23,4,22,24,2024/5/25
PROD019431,智能手表,家用电器,164.29,35,28,5,25,17,2024/6/1
PROD019432,平板电脑,投影设备,137.18,61,34,3.5,15,8,2024/6/10
PROD019433,蓝牙音箱,存储设备,298.09,39,29,4.8,23,13,2024/6/5
PROD019434,内存条,电脑办公,182.81,56,26,4.5,15,4,2024/6/14
PROD019435,充电宝,家用电器,219.8,60,27,4.4,24,21,2024/5/28
PROD019436,数码相机,存储设备,113.11,63,27,3.8,19,4,2024/6/14
PROD019437,充电器,外设产品,90.68,42,28,4.3,21,9,2024/6/9
PROD019438,机械键盘,数码配件,100.31,53,34,4.2,23,23,2024/5/26
PROD019439,数据线,家用电器,97.33,49,26,5,13,11,2024/6/7
PROD019440,数据线,手机通讯,103.08,48,27,3.4,25,2,2024/6/16
PROD019441,耳机,投影设备,173.32,47,31,4.7,21,13,2024/6/5
PROD019442,鼠标,家用电器,119.68,39,22,5,18,16,2024/6/2
PROD019443,平板电脑,电源配件,224.29,47,31,4.3,22,5,2024/6/13
PROD019444,固态硬盘,存储设备,239.16,63,38,4.3,15,25,2024/5/24
PROD019445,无线耳机,电源配件,137.68,44,23,4.2,17,11,2024/6/7
PROD019446,显示器,数码配件,440.13,40,36,4.7,15,9,2024/6/9
PROD019447,耳机,智能家居,119.71,36,23,5,13,25,2024/5/24
PROD019448,投影仪,手机通讯,154.27,57,25,4.3,14,18,2024/5/31
PROD019449,充电宝,手机通讯,267.32,46,40,4,19,17,2024/6/1
PROD019450,智能手机,影音娱乐,143,46,31,4.5,18,17,2024/6/1
PROD019451,鼠标,影音娱乐,208.57,53,28,4.8,14,11,2024/6/7
PROD019452,固态硬盘,投影设备,92.48,56,28,5,24,12,2024/6/6
PROD019453,内存条,影音娱乐,95.77,38,36,4.2,23,30,2024/5/19
PROD019454,打印机,投影设备,255.86,56,27,4,25,7,2024/6/11
PROD019455,数码相机,手机通讯,201.18,39,23,4,18,26,2024/5/23
PROD019456,充电宝,家用电器,55.75,65,29,4.1,21,13,2024/6/5
PROD019457,投影仪,手机通讯,154.64,50,31,4.8,25,25,2024/5/24
PROD019458,投影仪,投影设备,63.71,39,26,4.3,12,23,2024/5/26
PROD019459,显示器,影音娱乐,55.36,57,28,3.9,22,7,2024/6/11
PROD019460,投影仪,家用电器,131.32,61,26,4.4,25,6,2024/6/12
PROD019461,数码相机,手机通讯,123.96,50,41,4.6,18,3,2024/6/15
PROD019462,内存条,电源配件,301.7,47,33,5,27,14,2024/6/4
PROD019463,显示器,家用电器,118.27,59,33,5,21,12,2024/6/6
PROD019464,耳机,投影设备,144.66,48,32,4.8,19,23,2024/5/26
PROD019465,打印机,手机通讯,272.26,56,31,4.5,17,25,2024/5/24
PROD019466,无线耳机,电脑办公,153.23,50,32,4.3,19,15,2024/6/3
PROD019467,充电宝,电脑办公,164.29,50,28,4.1,14,3,2024/6/15
PROD019468,蓝牙音箱,投影设备,141.51,44,26,3.9,21,24,2024/5/25
PROD019469,平板电脑,家用电器,58.01,32,33,5,23,7,2024/6/11
PROD019470,投影仪,智能家居,431.65,48,36,4.3,15,11,2024/6/7
PROD019471,机械键盘,智能家居,54.91,45,26,3.2,20,27,2024/5/22
PROD019472,机械键盘,数码配件,153.71,52,37,4,24,7,2024/6/11
PROD019473,无线耳机,外设产品,244.44,54,31,3.8,18,22,2024/5/27
PROD019474,耳机,家用电器,208.17,49,25,4.3,17,5,2024/6/13
PROD019475,蓝牙音箱,智能家居,293.05,52,29,4.6,20,25,2024/5/24
PROD019476,充电器,影音娱乐,273.44,44,29,4,26,10,2024/6/8
PROD019477,笔记本电脑,数码配件,180.22,43,29,3.7,10,11,2024/6/7
PROD019478,路由器,家用电器,153.72,53,34,3.8,19,5,2024/6/13
PROD019479,耳机,家用电器,268.4,50,37,4.3,17,30,2024/5/19
PROD019480,投影仪,存储设备,55.09,52,35,4.7,14,25,2024/5/24
PROD019481,笔记本电脑,影音娱乐,89.89,61,21,4.6,20,9,2024/6/9
PROD019482,蓝牙音箱,存储设备,178.26,31,25,4.3,28,4,2024/6/14
PROD019483,笔记本电脑,影音娱乐,134.5,43,37,4,19,29,2024/5/20
PROD019484,耳机,电脑办公,131.21,46,29,3.1,27,17,2024/6/1
PROD019485,笔记本电脑,家用电器,96.89,60,25,4.3,22,11,2024/6/7
PROD019486,内存条,电源配件,76.21,51,42,4.5,15,18,2024/5/31
PROD019487,固态硬盘,外设产品,136.5,48,32,4.2,27,1,2024/6/17
PROD019488,鼠标,电源配件,101.91,56,35,3.8,20,28,2024/5/21
PROD019489,平板电脑,投影设备,161.35,61,30,4.6,22,7,2024/6/11
PROD019490,固态硬盘,外设产品,171.64,48,42,4.4,17,28,2024/5/21
PROD019491,智能手表,智能家居,99.37,50,38,4.7,16,18,2024/5/31
PROD019492,笔记本电脑,家用电器,292.66,43,26,3.3,18,19,2024/5/30
PROD019493,智能手机,家用电器,68.85,36,31,3.4,18,19,2024/5/30
PROD019494,内存条,投影设备,207.86,51,31,3.6,26,18,2024/5/31
PROD019495,路由器,智能家居,69.22,41,35,3.3,11,13,2024/6/5
PROD019496,数据线,家用电器,72.07,45,38,4.4,19,11,2024/6/7
PROD019497,笔记本电脑,手机通讯,157.65,48,34,4.1,23,17,2024/6/1
PROD019498,固态硬盘,家用电器,319.45,53,25,3.6,18,5,2024/6/13
PROD019499,无线耳机,数码配件,83.31,53,25,4.3,21,21,2024/5/28
PROD019500,笔记本电脑,外设产品,123.97,50,21,3.7,16,29,2024/5/20
PROD019501,电视,电脑办公,132.77,45,32,4.7,21,17,2024/6/1
PROD019502,电视,存储设备,205.43,44,33,4.4,25,22,2024/5/27
PROD019503,笔记本电脑,存储设备,82.79,46,25,3.6,27,25,2024/5/24
PROD019504,投影仪,家用电器,72.71,58,28,4,14,11,2024/6/7
PROD019505,电视,智能家居,210.8,62,34,4.1,17,11,2024/6/7
PROD019506,投影仪,智能家居,115.08,58,26,4.4,18,10,2024/6/8
PROD019507,数据线,影音娱乐,255.57,61,29,3.2,17,18,2024/5/31
PROD019508,鼠标,存储设备,260.76,49,41,4.2,30,24,2024/5/25
PROD019509,智能手表,外设产品,70.7,51,37,5,29,18,2024/5/31
PROD019510,路由器,投影设备,151.59,50,38,4.3,16,27,2024/5/22
PROD019511,平板电脑,投影设备,265.89,51,25,3.6,10,22,2024/5/27
PROD019512,蓝牙音箱,存储设备,135.09,50,24,3.8,16,13,2024/6/5
PROD019513,充电宝,手机通讯,167.3,49,34,3.5,23,16,2024/6/2
PROD019514,充电宝,存储设备,353.88,46,35,3.4,17,15,2024/6/3
PROD019515,投影仪,投影设备,132.31,51,34,3.4,25,3,2024/6/15
PROD019516,打印机,家用电器,292.08,52,36,4.7,23,14,2024/6/4
PROD019517,路由器,数码配件,167.23,48,31,4.7,22,26,2024/5/23
PROD019518,路由器,电脑办公,296.12,52,27,4.1,22,17,2024/6/1
PROD019519,内存条,数码配件,221.46,65,35,4,8,3,2024/6/15
PROD019520,数据线,电源配件,69.25,51,18,4.5,23,1,2024/6/17
PROD019521,打印机,手机通讯,249.76,32,23,3.4,25,28,2024/5/21
PROD019522,充电器,智能家居,259.42,48,31,4.4,23,9,2024/6/9
PROD019523,机械键盘,投影设备,194.56,43,27,4.2,17,18,2024/5/31
PROD019524,鼠标,数码配件,173.6,56,42,5,24,16,2024/6/2
PROD019525,固态硬盘,电源配件,189.69,57,27,3.5,13,14,2024/6/4
PROD019526,鼠标,投影设备,98.64,48,22,3.8,19,2,2024/6/16
PROD019527,电视,外设产品,124.78,70,28,3.4,19,24,2024/5/25
PROD019528,电视,存储设备,242.2,54,37,3.9,16,20,2024/5/29
PROD019529,内存条,外设产品,80.17,60,22,4.5,17,7,2024/6/11
PROD019530,智能手机,数码配件,122.4,49,30,4.9,16,19,2024/5/30
PROD019531,数据线,影音娱乐,203.49,52,35,4.2,26,9,2024/6/9
PROD019532,鼠标,手机通讯,156.14,56,31,3.5,20,14,2024/6/4
PROD019533,蓝牙音箱,电脑办公,196.89,50,29,4.3,19,12,2024/6/6
PROD019534,蓝牙音箱,投影设备,113.39,49,29,4.1,17,24,2024/5/25
PROD019535,投影仪,电脑办公,116.74,51,29,5,20,8,2024/6/10
PROD019536,显示器,家用电器,122.52,47,34,4.8,32,14,2024/6/4
PROD019537,鼠标,电脑办公,354.91,44,32,5,25,2,2024/6/16
PROD019538,机械键盘,智能家居,268.79,43,43,4.8,19,19,2024/5/30
PROD019539,电视,影音娱乐,172.61,44,19,3.4,17,20,2024/5/29
PROD019540,路由器,电脑办公,313.9,48,23,4.7,18,20,2024/5/29
PROD019541,内存条,智能家居,86.28,48,27,4.1,16,29,2024/5/20
PROD019542,电视,影音娱乐,128.69,55,32,4,15,11,2024/6/7
PROD019543,充电宝,家用电器,316.06,39,34,4.6,14,28,2024/5/21
PROD019544,固态硬盘,外设产品,130.21,33,44,4.7,20,13,2024/6/5
PROD019545,打印机,数码配件,163.72,62,33,4.4,24,29,2024/5/20
PROD019546,笔记本电脑,手机通讯,187.81,47,33,4.3,20,27,2024/5/22
PROD019547,平板电脑,电源配件,198.87,44,25,4.3,17,19,2024/5/30
PROD019548,内存条,家用电器,239.74,56,26,4.7,18,25,2024/5/24
PROD019549,智能手表,电源配件,199.94,56,35,4.8,12,12,2024/6/6
PROD019550,平板电脑,外设产品,118.12,47,24,4.1,23,25,2024/5/24
PROD019551,平板电脑,电脑办公,101.58,41,31,4.1,19,6,2024/6/12
PROD019552,机械键盘,投影设备,208.77,50,38,4.3,21,28,2024/5/21
PROD019553,笔记本电脑,智能家居,216.08,57,26,4.8,23,4,2024/6/14
PROD019554,数码相机,外设产品,149.14,46,36,4.7,17,5,2024/6/13
PROD019555,平板电脑,投影设备,206.03,53,35,3.8,24,25,2024/5/24
PROD019556,智能手机,家用电器,172.01,56,32,4.2,20,13,2024/6/5
PROD019557,平板电脑,手机通讯,214.55,48,29,3.3,22,27,2024/5/22
PROD019558,投影仪,电脑办公,113.24,56,25,4.3,25,29,2024/5/20
PROD019559,蓝牙音箱,投影设备,193.93,41,25,5,22,3,2024/6/15
PROD019560,数码相机,智能家居,108.65,63,36,3,18,2,2024/6/16
PROD019561,智能手机,外设产品,252.9,51,39,4,21,17,2024/6/1
PROD019562,数码相机,电脑办公,195.67,52,26,4,17,16,2024/6/2
PROD019563,充电器,影音娱乐,134.09,48,23,4.4,12,4,2024/6/14
PROD019564,打印机,投影设备,332.82,51,32,3.7,7,30,2024/5/19
PROD019565,电视,影音娱乐,133.22,48,23,4.1,25,16,2024/6/2
PROD019566,平板电脑,智能家居,221.82,39,35,4.8,21,16,2024/6/2
PROD019567,内存条,电脑办公,318.33,43,26,3.6,28,5,2024/6/13
PROD019568,蓝牙音箱,投影设备,122.32,55,41,3.7,16,6,2024/6/12
PROD019569,耳机,影音娱乐,111.95,50,26,4.1,11,19,2024/5/30
PROD019570,机械键盘,电源配件,251.73,59,36,4.8,15,16,2024/6/2
PROD019571,智能手机,电源配件,74.34,51,25,4.3,22,30,2024/5/19
PROD019572,数码相机,外设产品,161.88,40,30,5,20,11,2024/6/7
PROD019573,笔记本电脑,数码配件,135.99,52,28,4.1,18,24,2024/5/25
PROD019574,打印机,投影设备,107.65,41,23,3.7,20,22,2024/5/27
PROD019575,蓝牙音箱,家用电器,157.24,56,27,3.8,13,1,2024/6/17
PROD019576,显示器,数码配件,123.66,42,26,4.7,22,24,2024/5/25
PROD019577,数据线,家用电器,299.85,49,34,4.4,21,12,2024/6/6
PROD019578,数据线,手机通讯,104.26,61,20,5,21,4,2024/6/14
PROD019579,电视,存储设备,230.22,58,24,4,20,28,2024/5/21
PROD019580,数码相机,电源配件,89.01,61,30,4.6,13,13,2024/6/5
PROD019581,机械键盘,手机通讯,147.8,48,26,4.3,20,25,2024/5/24
PROD019582,蓝牙音箱,数码配件,262.36,54,24,5,24,23,2024/5/26
PROD019583,机械键盘,外设产品,56.81,39,30,3.6,28,9,2024/6/9
PROD019584,鼠标,智能家居,104.82,47,29,5,16,13,2024/6/5
PROD019585,数码相机,外设产品,98.13,41,28,3.8,24,1,2024/6/17
PROD019586,内存条,智能家居,286.55,39,33,4.3,23,23,2024/5/26
PROD019587,数码相机,电源配件,212.94,43,26,4.6,17,25,2024/5/24
PROD019588,平板电脑,家用电器,274.49,46,35,3.9,18,12,2024/6/6
PROD019589,投影仪,外设产品,124.35,56,30,3.8,23,29,2024/5/20
PROD019590,充电宝,数码配件,134.13,49,25,4.9,26,26,2024/5/23
PROD019591,数据线,手机通讯,92.68,43,44,2.9,15,15,2024/6/3
PROD019592,数码相机,投影设备,174.34,48,29,3.6,27,24,2024/5/25
PROD019593,笔记本电脑,电源配件,308.39,38,25,3.7,21,3,2024/6/15
PROD019594,智能手机,外设产品,83.78,49,39,5,19,19,2024/5/30
PROD019595,智能手机,投影设备,130.86,42,33,4.3,26,14,2024/6/4
PROD019596,智能手机,影音娱乐,74.57,64,34,3.5,21,1,2024/6/17
PROD019597,路由器,数码配件,89.63,49,30,4.7,23,27,2024/5/22
PROD019598,平板电脑,存储设备,320.35,57,31,3.8,26,26,2024/5/23
PROD019599,智能手机,手机通讯,115.3,48,36,4.2,17,18,2024/5/31
PROD019600,内存条,电脑办公,156.7,62,39,4.3,26,30,2024/5/19
PROD019601,充电宝,家用电器,58.58,61,32,3.9,15,14,2024/6/4
PROD019602,内存条,智能家居,158.85,47,28,4.8,25,11,2024/6/7
PROD019603,投影仪,外设产品,152.36,63,36,4.6,21,20,2024/5/29
PROD019604,鼠标,手机通讯,220.44,46,29,3.9,29,2,2024/6/16
PROD019605,显示器,外设产品,81.51,51,28,4.1,23,7,2024/6/11
PROD019606,充电宝,数码配件,96.76,45,37,4.5,16,20,2024/5/29
PROD019607,平板电脑,电脑办公,162.51,49,32,4.4,17,7,2024/6/11
PROD019608,无线耳机,影音娱乐,98.96,54,34,4.1,19,19,2024/5/30
PROD019609,平板电脑,投影设备,144.3,46,26,3.7,21,23,2024/5/26
PROD019610,内存条,投影设备,209.85,56,26,4.9,18,2,2024/6/16
PROD019611,智能手表,家用电器,84.17,46,25,4.5,12,8,2024/6/10
PROD019612,数据线,投影设备,58.1,45,31,5,29,2,2024/6/16
PROD019613,充电器,手机通讯,195.78,43,34,3.3,20,29,2024/5/20
PROD019614,电视,智能家居,132.06,50,44,4.5,21,1,2024/6/17
PROD019615,智能手表,投影设备,138.44,56,34,3.9,28,24,2024/5/25
PROD019616,电视,电脑办公,196.62,48,30,3.6,19,18,2024/5/31
PROD019617,蓝牙音箱,家用电器,173.47,56,28,3.3,18,2,2024/6/16
PROD019618,内存条,智能家居,234.69,57,36,3.7,17,16,2024/6/2
PROD019619,内存条,外设产品,154.31,46,33,4.6,20,22,2024/5/27
PROD019620,蓝牙音箱,电脑办公,277.21,60,29,3.7,22,24,2024/5/25
PROD019621,机械键盘,电脑办公,136.19,54,36,4.3,17,8,2024/6/10
PROD019622,打印机,电脑办公,90.55,51,27,4.3,19,13,2024/6/5
PROD019623,机械键盘,影音娱乐,379.42,54,23,4.4,22,10,2024/6/8
PROD019624,笔记本电脑,电脑办公,153.27,42,31,4,21,16,2024/6/2
PROD019625,机械键盘,投影设备,125.32,48,29,4.3,20,14,2024/6/4
PROD019626,平板电脑,投影设备,168.11,60,29,3.8,15,20,2024/5/29
PROD019627,智能手机,电脑办公,147.61,53,25,4.1,20,10,2024/6/8
PROD019628,蓝牙音箱,家用电器,442.53,61,26,5,20,27,2024/5/22
PROD019629,智能手机,电脑办公,77.66,52,36,4,11,21,2024/5/28
PROD019630,电视,存储设备,164.27,60,32,3.9,18,2,2024/6/16
PROD019631,路由器,电源配件,127.91,55,23,4.6,28,15,2024/6/3
PROD019632,笔记本电脑,电源配件,108.76,52,17,4.1,16,6,2024/6/12
PROD019633,智能手机,手机通讯,89.12,54,29,4.1,24,1,2024/6/17
PROD019634,机械键盘,手机通讯,85.47,33,35,3.7,27,16,2024/6/2
PROD019635,固态硬盘,外设产品,149.17,55,24,3.7,14,2,2024/6/16
PROD019636,充电宝,电源配件,158.47,51,35,3.9,21,24,2024/5/25
PROD019637,无线耳机,电脑办公,170.94,46,27,5,28,18,2024/5/31
PROD019638,蓝牙音箱,智能家居,208.8,46,29,5,17,24,2024/5/25
PROD019639,耳机,投影设备,136.1,52,38,3.9,25,5,2024/6/13
PROD019640,耳机,投影设备,98.5,56,43,4.4,18,10,2024/6/8
PROD019641,充电宝,投影设备,329.37,67,29,3.1,19,27,2024/5/22
PROD019642,充电器,电脑办公,188.58,44,34,3.6,20,30,2024/5/19
PROD019643,路由器,电源配件,249.74,61,33,5,19,28,2024/5/21
PROD019644,笔记本电脑,智能家居,186.57,43,31,3.4,18,20,2024/5/29
PROD019645,数码相机,智能家居,166.57,52,27,4,13,28,2024/5/21
PROD019646,蓝牙音箱,投影设备,112.8,46,19,3.7,20,15,2024/6/3
PROD019647,投影仪,影音娱乐,73.79,64,27,4.4,21,5,2024/6/13
PROD019648,打印机,电脑办公,176.55,47,26,4.4,23,2,2024/6/16
PROD019649,机械键盘,外设产品,98.57,56,33,3.6,18,4,2024/6/14
PROD019650,固态硬盘,智能家居,73.84,49,32,3.8,13,23,2024/5/26
PROD019651,耳机,手机通讯,145.25,44,35,3.4,24,2,2024/6/16
PROD019652,充电器,家用电器,198.82,47,30,4,23,26,2024/5/23
PROD019653,充电宝,数码配件,98.92,54,22,4,15,28,2024/5/21
PROD019654,投影仪,影音娱乐,197.21,55,34,4.5,11,23,2024/5/26
PROD019655,充电器,存储设备,208.18,40,29,3.9,19,5,2024/6/13
PROD019656,充电器,智能家居,130.51,44,25,4.4,21,25,2024/5/24
PROD019657,投影仪,数码配件,139.71,56,28,4.7,14,30,2024/5/19
PROD019658,平板电脑,影音娱乐,129.99,49,29,4.2,17,24,2024/5/25
PROD019659,蓝牙音箱,手机通讯,203.52,53,41,3.4,21,4,2024/6/14
PROD019660,蓝牙音箱,存储设备,68.81,62,31,3.4,27,11,2024/6/7
PROD019661,投影仪,影音娱乐,105.73,50,25,4.4,21,9,2024/6/9
PROD019662,充电宝,智能家居,109,52,30,3.8,24,22,2024/5/27
PROD019663,内存条,外设产品,201.15,50,27,3.2,21,3,2024/6/15
PROD019664,固态硬盘,投影设备,160.64,47,27,3.9,20,13,2024/6/5
PROD019665,打印机,家用电器,88.2,56,19,3.8,24,22,2024/5/27
PROD019666,笔记本电脑,存储设备,109.56,46,31,4.4,21,24,2024/5/25
PROD019667,充电宝,电源配件,223.72,58,30,4.6,16,13,2024/6/5
PROD019668,无线耳机,家用电器,158.96,57,24,4.2,20,27,2024/5/22
PROD019669,笔记本电脑,外设产品,236.88,56,42,4.8,20,4,2024/6/14
PROD019670,显示器,数码配件,316.24,53,32,3.1,18,18,2024/5/31
PROD019671,内存条,投影设备,132.19,55,31,3.4,25,17,2024/6/1
PROD019672,机械键盘,智能家居,83.27,49,29,3.9,21,22,2024/5/27
PROD019673,蓝牙音箱,影音娱乐,292.29,49,27,4.6,20,10,2024/6/8
PROD019674,内存条,家用电器,154.44,40,30,3.8,25,5,2024/6/13
PROD019675,机械键盘,影音娱乐,173.85,51,32,3.6,21,29,2024/5/20
PROD019676,数据线,电脑办公,167.09,53,28,3.7,21,7,2024/6/11
PROD019677,鼠标,存储设备,168.76,58,22,5,22,18,2024/5/31
PROD019678,充电宝,智能家居,167.19,49,29,4.4,16,8,2024/6/10
PROD019679,笔记本电脑,家用电器,142.1,47,31,4.9,17,1,2024/6/17
PROD019680,平板电脑,存储设备,91.7,49,37,3.4,17,22,2024/5/27
PROD019681,数码相机,投影设备,58.26,51,29,3.8,17,29,2024/5/20
PROD019682,充电宝,投影设备,69.46,43,36,3.9,17,2,2024/6/16
PROD019683,充电器,数码配件,125.6,51,20,3.9,23,4,2024/6/14
PROD019684,蓝牙音箱,投影设备,73.47,61,30,4,24,8,2024/6/10
PROD019685,蓝牙音箱,电脑办公,174.49,36,31,4.7,18,27,2024/5/22
PROD019686,鼠标,家用电器,120.08,56,28,3.9,27,14,2024/6/4
PROD019687,无线耳机,电源配件,183.77,52,40,3.9,16,19,2024/5/30
PROD019688,耳机,影音娱乐,179.78,58,33,4.5,19,27,2024/5/22
PROD019689,电视,电源配件,69.03,57,20,4,19,11,2024/6/7
PROD019690,鼠标,存储设备,182.51,56,33,4.4,16,2,2024/6/16
PROD019691,充电器,家用电器,264.91,51,44,3.5,21,14,2024/6/4
PROD019692,内存条,智能家居,125.26,46,29,4.3,23,17,2024/6/1
PROD019693,路由器,电脑办公,183.45,58,31,4.6,24,28,2024/5/21
PROD019694,充电宝,家用电器,128.01,53,28,3.7,21,19,2024/5/30
PROD019695,充电宝,智能家居,101.44,57,30,4.4,23,17,2024/6/1
PROD019696,蓝牙音箱,智能家居,268.52,55,35,4,17,21,2024/5/28
PROD019697,内存条,手机通讯,84.99,55,29,3.6,20,24,2024/5/25
PROD019698,智能手表,智能家居,90.76,59,35,4.1,21,18,2024/5/31
PROD019699,电视,投影设备,201.63,42,28,4.7,20,6,2024/6/12
PROD019700,数码相机,存储设备,99.86,61,36,4.1,22,7,2024/6/11
PROD019701,固态硬盘,电脑办公,216.77,50,39,4,19,18,2024/5/31
PROD019702,打印机,电源配件,277.77,53,34,3.8,16,17,2024/6/1
PROD019703,数据线,数码配件,102.6,35,37,4.2,16,6,2024/6/12
PROD019704,投影仪,投影设备,161.77,47,26,4.8,23,30,2024/5/19
PROD019705,打印机,智能家居,166.6,37,31,4.4,23,30,2024/5/19
PROD019706,智能手表,存储设备,98.78,47,40,4.2,26,22,2024/5/27
PROD019707,耳机,影音娱乐,106.61,57,29,4.8,20,30,2024/5/19
PROD019708,耳机,智能家居,181.39,43,28,4.3,18,16,2024/6/2
PROD019709,打印机,数码配件,151.64,46,28,5,19,29,2024/5/20
PROD019710,机械键盘,存储设备,65.69,56,24,4.7,19,27,2024/5/22
PROD019711,数码相机,数码配件,136.85,56,33,4.6,25,15,2024/6/3
PROD019712,内存条,外设产品,138.87,57,27,4.4,17,13,2024/6/5
PROD019713,电视,影音娱乐,125.86,42,36,4.2,21,8,2024/6/10
PROD019714,显示器,外设产品,185.48,43,36,4.4,20,10,2024/6/8
PROD019715,显示器,投影设备,129.35,61,32,3.7,26,12,2024/6/6
PROD019716,智能手表,数码配件,233.47,42,34,3.7,17,24,2024/5/25
PROD019717,内存条,影音娱乐,85.37,47,35,4.6,17,4,2024/6/14
PROD019718,机械键盘,电源配件,112.57,45,31,4.2,17,26,2024/5/23
PROD019719,数据线,电源配件,93.24,41,27,4.7,19,10,2024/6/8
PROD019720,投影仪,家用电器,51.87,49,38,4.2,12,12,2024/6/6
PROD019721,笔记本电脑,数码配件,127.37,52,28,4.7,19,12,2024/6/6
PROD019722,投影仪,投影设备,121.37,50,29,4.4,19,17,2024/6/1
PROD019723,智能手机,电脑办公,71.8,41,21,4.2,15,11,2024/6/7
PROD019724,投影仪,外设产品,74.48,42,36,3.1,21,25,2024/5/24
PROD019725,智能手机,家用电器,145.07,58,39,4.1,19,10,2024/6/8
PROD019726,无线耳机,智能家居,82.79,39,31,3.8,24,29,2024/5/20
